Date;Household_ID;Household_Size; Income (£) ;Region;Urban_Rural;Education_Level;Marital_Status;Children;Age_Group;Occupation;Weekly_Grocery_Expenditure;Fridge_Size;Freezer_Size;Food_Preferences;Cooking_Frequency;Leftover_Frequency;Grocery_Shopping_Frequency;Grocery_Store_Type;Organic_Food_Preference;Food_Waste_Perception;Awareness_Programs;Composting_Facility;Food_Waste_Reasons;Food_Preservation_Methods;Food_Waste_Education;Cooking_Skills;Meal_Planning_Frequency;Food_Waste_Quantification;Perishable_Food_Management;Food_Donation_Frequency;Food_Waste_Reduction_Strategies;Technology_Use;Food_Waste_Reduction_Success;Food_Type;Purchase_Quantity;Waste_Quantity
29/03/2023;88;3;59,237.00;South;Rural;Bachelor;Single;2;61;Unemployed;298;Large;Small;Vegetarian;Rarely;Daily;Daily;Local;Yes;High;No;No;Spoilage;Freezing;No;Moderate;Rarely;Regularly;Storage;Rarely;Reduced Portions;Low;Partial;Fruits;16;1
30/03/2023;89;3;60,352.00;South;Urban;PhD;Single;2;31-45;Employed;34;Medium;Small;Vegetarian;Rarely;Rarely;Daily;Local;Yes;Moderate;Yes;Yes;Excess Purchases;Refrigeration;Yes;High;Weekly;Sometimes;Preservation;Rarely;Meal Planning;Moderate;Partial;Seafood;16;6
31/03/2023;90;4;63,481.00;North;Urban;Bachelor;Single;3;61;Employed;47;Large;Large;Non-Vegetarian;Daily;Weekly;Daily;Local;Yes;Low;No;Yes;Portion Control;Refrigeration;No;Moderate;Daily;Regularly;Storage;Regularly;Meal Planning;Moderate;Not Successful;Fruits;16;0
01/04/2023;91;2;66,773.00;East;Rural;PhD;Married;0;31-45;Unemployed;230;Medium;Large;Vegetarian;Rarely;Weekly;Daily;Supermarket;No;Low;Yes;Yes;Spoilage;Canning;Yes;Moderate;Weekly;Sometimes;Storage;Occasionally;Meal Planning;High;Partial;Vegetables;16;6
02/04/2023;92;2;37,946.00;South;Rural;High School;Single;1;31-45;Student;122;Small;Medium;Vegetarian;Weekly;Daily;Daily;Supermarket;Yes;Moderate;No;No;Excess Purchases;Freezing;No;Low;Weekly;Rarely;Prompt Consumption;Regularly;Meal Planning;Moderate;Partial;Meat;16;6
03/04/2023;93;5;55,365.00;North;Urban;Master;Married;3;61;Unemployed;63;Small;Small;Non-Vegetarian;Rarely;Daily;Daily;Local;No;Low;No;Yes;Excess Purchases;Refrigeration;No;Low;Rarely;Regularly;Prompt Consumption;Occasionally;Reduced Portions;High;Partial;Vegetables;16;2
04/04/2023;94;2;51,826.00;North;Rural;Bachelor;Married;0;61;Student;236;Large;Small;Non-Vegetarian;Weekly;Rarely;Daily;Local;No;Moderate;No;Yes;Excess Purchases;Refrigeration;No;Low;Rarely;Rarely;Preservation;Occasionally;Smart Shopping;Moderate;Not Successful;Vegetables;16;0
05/04/2023;95;2;52,230.00;West;Rural;High School;Divorced;1;18-30;Unemployed;183;Large;Medium;Vegetarian;Rarely;Rarely;Daily;Online;Yes;Low;Yes;No;Spoilage;Canning;No;High;Weekly;Regularly;Storage;Regularly;Meal Planning;Moderate;Partial;Fruits;16;0
06/04/2023;96;2;36,263.00;East;Rural;Master;Married;0;31-45;Student;131;Medium;Small;Vegetarian;Rarely;Weekly;Daily;Supermarket;Yes;High;No;Yes;Excess Purchases;Freezing;No;High;Weekly;Sometimes;Storage;Regularly;Meal Planning;Low;Partial;Fruits;16;4
07/04/2023;97;4;65,590.00;East;Rural;PhD;Divorced;3;31-45;Student;282;Large;Large;Non-Vegetarian;Weekly;Daily;Daily;Local;No;Moderate;No;Yes;Excess Purchases;Canning;No;Moderate;Weekly;Sometimes;Prompt Consumption;Occasionally;Smart Shopping;Low;Not Successful;Meat;16;6
08/04/2023;98;5;70,459.00;East;Urban;PhD;Married;3;31-45;Student;82;Small;Large;Vegetarian;Rarely;Weekly;Daily;Local;Yes;Low;No;Yes;Spoilage;Refrigeration;No;Moderate;Rarely;Regularly;Prompt Consumption;Occasionally;Reduced Portions;Low;Not Successful;Seafood;16;6
09/04/2023;99;5;36,276.00;North;Urban;Master;Married;3;61;Employed;274;Small;Medium;Vegetarian;Rarely;Weekly;Daily;Local;No;Moderate;No;Yes;Spoilage;Canning;No;High;Daily;Rarely;Prompt Consumption;Occasionally;Reduced Portions;High;Not Successful;Vegetables;16;0
10/04/2023;100;4;53,594.00;West;Urban;High School;Single;3;46-60;Unemployed;88;Medium;Large;Vegetarian;Rarely;Weekly;Daily;Local;No;Low;Yes;No;Excess Purchases;Freezing;No;Moderate;Daily;Rarely;Storage;Occasionally;Smart Shopping;Low;Partial;Fruits;16;1
11/04/2023;101;2;53,350.00;West;Urban;Master;Divorced;1;46-60;Employed;25;Large;Medium;Non-Vegetarian;Rarely;Daily;Daily;Local;No;High;Yes;Yes;Excess Purchases;Refrigeration;Yes;High;Rarely;Regularly;Prompt Consumption;Occasionally;Meal Planning;Low;Successful;Seafood;16;3
12/04/2023;102;2;35,834.00;North;Urban;PhD;Married;0;61;Employed;113;Small;Small;Vegetarian;Weekly;Rarely;Daily;Local;Yes;High;Yes;No;Portion Control;Refrigeration;No;Low;Weekly;Sometimes;Prompt Consumption;Rarely;Meal Planning;Low;Not Successful;Fruits;16;2
13/04/2023;103;4;34,364.00;East;Urban;Master;Single;3;61;Employed;239;Large;Large;Vegetarian;Weekly;Weekly;Daily;Local;Yes;Moderate;Yes;Yes;Spoilage;Canning;Yes;High;Weekly;Regularly;Storage;Rarely;Meal Planning;Low;Successful;Seafood;16;4
14/04/2023;104;1;48,794.00;East;Urban;Bachelor;Single;0;61;Employed;226;Large;Large;Vegetarian;Daily;Weekly;Daily;Supermarket;Yes;Low;Yes;Yes;Portion Control;Refrigeration;No;Moderate;Daily;Regularly;Prompt Consumption;Occasionally;Reduced Portions;High;Successful;Vegetables;16;3
15/04/2023;105;4;72,967.00;West;Rural;Bachelor;Divorced;3;18-30;Student;266;Medium;Large;Vegetarian;Weekly;Weekly;Daily;Supermarket;No;Moderate;No;No;Spoilage;Refrigeration;No;High;Rarely;Rarely;Storage;Occasionally;Smart Shopping;Moderate;Not Successful;Fruits;16;5
16/04/2023;106;3;54,354.00;South;Urban;PhD;Divorced;2;61;Unemployed;207;Medium;Large;Vegetarian;Rarely;Rarely;Daily;Local;Yes;High;No;Yes;Spoilage;Refrigeration;No;High;Rarely;Regularly;Preservation;Occasionally;Smart Shopping;High;Not Successful;Meat;16;3
17/04/2023;107;3;59,933.00;North;Urban;Bachelor;Single;2;18-30;Student;58;Small;Medium;Vegetarian;Weekly;Daily;Daily;Online;No;Moderate;No;No;Spoilage;Refrigeration;No;Moderate;Rarely;Rarely;Prompt Consumption;Regularly;Meal Planning;Low;Not Successful;Seafood;16;4
18/04/2023;108;1;34,309.00;West;Urban;Master;Single;0;61;Employed;33;Small;Large;Vegetarian;Rarely;Rarely;Monthly;Local;Yes;Moderate;Yes;No;Portion Control;Freezing;No;Moderate;Weekly;Rarely;Prompt Consumption;Regularly;Meal Planning;Moderate;Not Successful;Seafood;16;3
19/04/2023;109;4;67,884.00;East;Rural;PhD;Divorced;3;31-45;Unemployed;294;Medium;Large;Vegetarian;Rarely;Weekly;Daily;Supermarket;No;Moderate;Yes;Yes;Spoilage;Canning;Yes;Moderate;Rarely;Sometimes;Storage;Occasionally;Meal Planning;High;Partial;Meat;16;6
20/04/2023;110;2;41,729.00;East;Rural;High School;Single;1;18-30;Employed;29;Large;Medium;Vegetarian;Rarely;Rarely;Daily;Online;No;Low;Yes;No;Excess Purchases;Freezing;Yes;Low;Weekly;Sometimes;Storage;Occasionally;Reduced Portions;High;Successful;Meat;16;1
21/04/2023;111;3;74,121.00;West;Rural;High School;Single;2;18-30;Employed;114;Medium;Small;Vegetarian;Rarely;Daily;Daily;Supermarket;No;Moderate;No;No;Portion Control;Canning;No;Moderate;Weekly;Regularly;Prompt Consumption;Rarely;Meal Planning;High;Not Successful;Vegetables;16;5
22/04/2023;112;1;43,617.00;South;Urban;PhD;Single;0;61;Employed;25;Medium;Large;Non-Vegetarian;Daily;Rarely;Daily;Local;Yes;Low;Yes;Yes;Excess Purchases;Freezing;No;Moderate;Rarely;Regularly;Storage;Regularly;Meal Planning;Low;Partial;Fruits;16;3
23/04/2023;113;2;30,854.00;North;Urban;PhD;Married;0;18-30;Unemployed;217;Large;Medium;Vegetarian;Weekly;Weekly;Daily;Supermarket;No;Low;Yes;Yes;Portion Control;Refrigeration;Yes;Moderate;Daily;Regularly;Preservation;Regularly;Smart Shopping;Moderate;Partial;Vegetables;16;3
24/04/2023;114;3;35,853.00;West;Urban;PhD;Single;2;18-30;Unemployed;230;Small;Small;Vegetarian;Rarely;Rarely;Daily;Online;No;Moderate;Yes;No;Spoilage;Refrigeration;Yes;Low;Weekly;Rarely;Prompt Consumption;Regularly;Reduced Portions;Low;Successful;Vegetables;16;6
25/04/2023;115;1;66,000.00;North;Urban;Master;Divorced;0;31-45;Student;212;Large;Small;Vegetarian;Weekly;Weekly;Daily;Local;Yes;Moderate;No;Yes;Excess Purchases;Freezing;No;Low;Rarely;Regularly;Prompt Consumption;Regularly;Reduced Portions;High;Not Successful;Vegetables;16;4
26/04/2023;116;1;73,336.00;West;Rural;PhD;Single;0;18-30;Employed;228;Large;Large;Vegetarian;Rarely;Daily;Daily;Online;No;High;Yes;Yes;Portion Control;Freezing;Yes;High;Rarely;Sometimes;Preservation;Regularly;Reduced Portions;Moderate;Partial;Meat;16;3
27/04/2023;117;1;53,692.00;West;Urban;Bachelor;Single;0;31-45;Unemployed;117;Small;Large;Non-Vegetarian;Rarely;Daily;Daily;Online;Yes;Moderate;Yes;Yes;Portion Control;Canning;No;High;Daily;Sometimes;Storage;Regularly;Smart Shopping;Moderate;Not Successful;Vegetables;16;6
28/04/2023;118;4;43,439.00;East;Rural;PhD;Divorced;3;18-30;Student;36;Medium;Large;Non-Vegetarian;Rarely;Rarely;Daily;Online;Yes;High;Yes;Yes;Portion Control;Freezing;Yes;Low;Daily;Regularly;Storage;Occasionally;Meal Planning;Low;Partial;Fruits;16;0
29/04/2023;119;4;41,646.00;West;Rural;High School;Divorced;3;61;Employed;92;Small;Large;Vegetarian;Weekly;Rarely;Daily;Local;Yes;High;No;Yes;Excess Purchases;Refrigeration;No;Low;Daily;Regularly;Storage;Regularly;Reduced Portions;Low;Partial;Seafood;16;2
30/04/2023;120;2;52,037.00;North;Rural;Bachelor;Divorced;1;61;Unemployed;38;Large;Large;Vegetarian;Rarely;Daily;Daily;Supermarket;Yes;High;No;No;Excess Purchases;Refrigeration;No;High;Rarely;Regularly;Storage;Rarely;Meal Planning;Moderate;Partial;Meat;16;0
01/05/2023;121;4;70,567.00;North;Urban;PhD;Single;3;18-30;Unemployed;50;Medium;Medium;Vegetarian;Rarely;Weekly;Daily;Supermarket;Yes;Low;Yes;Yes;Portion Control;Freezing;Yes;High;Daily;Regularly;Storage;Occasionally;Meal Planning;Moderate;Successful;Fruits;16;4
02/05/2023;122;4;65,073.00;West;Rural;High School;Single;3;31-45;Student;144;Medium;Large;Vegetarian;Rarely;Weekly;Daily;Local;Yes;Low;No;No;Excess Purchases;Refrigeration;No;Low;Daily;Regularly;Storage;Rarely;Reduced Portions;High;Partial;Seafood;16;6
03/05/2023;123;2;51,777.00;North;Urban;PhD;Married;0;31-45;Unemployed;256;Medium;Large;Vegetarian;Rarely;Weekly;Daily;Supermarket;No;High;Yes;No;Spoilage;Freezing;No;Moderate;Weekly;Regularly;Storage;Regularly;Smart Shopping;Moderate;Partial;Seafood;16;6
04/05/2023;124;3;59,727.00;North;Urban;Bachelor;Single;2;46-60;Employed;160;Small;Large;Non-Vegetarian;Daily;Daily;Daily;Supermarket;No;Moderate;Yes;No;Excess Purchases;Canning;Yes;High;Daily;Sometimes;Storage;Rarely;Smart Shopping;Moderate;Successful;Vegetables;16;4
05/05/2023;125;5;52,102.00;North;Urban;Bachelor;Married;3;31-45;Student;115;Small;Medium;Vegetarian;Weekly;Daily;Daily;Local;Yes;Low;No;Yes;Portion Control;Canning;No;Moderate;Weekly;Regularly;Storage;Regularly;Meal Planning;High;Not Successful;Seafood;16;6
06/05/2023;126;4;31,854.00;North;Rural;High School;Divorced;3;31-45;Employed;169;Medium;Large;Vegetarian;Weekly;Weekly;Daily;Online;Yes;Low;No;Yes;Excess Purchases;Canning;No;Low;Daily;Rarely;Preservation;Rarely;Meal Planning;Low;Not Successful;Fruits;16;5
07/05/2023;127;4;65,192.00;West;Rural;High School;Divorced;3;46-60;Employed;122;Large;Small;Non-Vegetarian;Rarely;Daily;Daily;Supermarket;No;High;Yes;Yes;Excess Purchases;Refrigeration;No;Low;Daily;Rarely;Storage;Rarely;Reduced Portions;Low;Not Successful;Meat;16;4
08/05/2023;128;2;46,803.00;North;Rural;Master;Married;0;46-60;Unemployed;249;Medium;Medium;Vegetarian;Rarely;Weekly;Daily;Local;Yes;Moderate;No;No;Portion Control;Freezing;No;Low;Daily;Rarely;Preservation;Rarely;Reduced Portions;Moderate;Not Successful;Fruits;16;1
09/05/2023;129;3;50,461.00;West;Urban;High School;Single;2;61;Student;193;Small;Large;Vegetarian;Rarely;Rarely;Daily;Local;Yes;Moderate;No;No;Portion Control;Freezing;No;Low;Weekly;Regularly;Storage;Occasionally;Meal Planning;High;Not Successful;Seafood;16;0
10/05/2023;130;1;54,429.00;North;Rural;Master;Single;0;18-30;Employed;198;Small;Small;Non-Vegetarian;Daily;Daily;Daily;Online;Yes;Moderate;No;Yes;Portion Control;Refrigeration;No;Low;Daily;Sometimes;Storage;Rarely;Meal Planning;Moderate;Partial;Seafood;16;4
11/05/2023;131;1;32,234.00;North;Urban;Bachelor;Single;0;46-60;Employed;291;Small;Medium;Vegetarian;Weekly;Daily;Daily;Local;Yes;Low;No;No;Spoilage;Refrigeration;No;Low;Daily;Regularly;Storage;Regularly;Meal Planning;High;Not Successful;Vegetables;16;0
12/05/2023;132;4;70,609.00;West;Rural;Master;Married;2;31-45;Unemployed;291;Small;Medium;Vegetarian;Rarely;Daily;Daily;Local;No;Low;No;No;Portion Control;Canning;No;Moderate;Weekly;Sometimes;Prompt Consumption;Occasionally;Reduced Portions;Low;Partial;Meat;16;6
13/05/2023;133;4;54,680.00;East;Rural;PhD;Divorced;3;18-30;Employed;199;Medium;Large;Vegetarian;Weekly;Rarely;Daily;Online;Yes;Moderate;No;Yes;Excess Purchases;Refrigeration;No;Moderate;Weekly;Regularly;Preservation;Occasionally;Meal Planning;High;Partial;Seafood;16;2
14/05/2023;134;5;47,768.00;West;Urban;Master;Married;3;31-45;Unemployed;164;Small;Medium;Vegetarian;Weekly;Rarely;Daily;Supermarket;No;High;Yes;No;Excess Purchases;Freezing;No;Moderate;Weekly;Regularly;Preservation;Regularly;Reduced Portions;Low;Not Successful;Meat;16;6
15/05/2023;135;4;60,719.00;East;Urban;Bachelor;Married;2;61;Unemployed;72;Small;Large;Vegetarian;Rarely;Weekly;Daily;Local;No;High;No;No;Spoilage;Canning;No;Moderate;Rarely;Rarely;Preservation;Rarely;Meal Planning;High;Not Successful;Vegetables;16;3
16/05/2023;136;2;30,968.00;South;Urban;High School;Married;0;18-30;Unemployed;40;Large;Small;Vegetarian;Weekly;Daily;Daily;Supermarket;No;High;No;Yes;Portion Control;Freezing;No;Moderate;Rarely;Regularly;Prompt Consumption;Regularly;Meal Planning;High;Not Successful;Fruits;16;1
17/05/2023;137;1;47,081.00;South;Urban;PhD;Single;0;31-45;Employed;265;Small;Medium;Vegetarian;Weekly;Weekly;Daily;Supermarket;Yes;Low;Yes;No;Excess Purchases;Freezing;No;High;Rarely;Regularly;Preservation;Occasionally;Reduced Portions;High;Partial;Fruits;16;5
18/05/2023;138;3;39,967.00;South;Rural;High School;Single;2;46-60;Unemployed;153;Small;Medium;Vegetarian;Rarely;Rarely;Monthly;Local;Yes;High;Yes;Yes;Spoilage;Refrigeration;Yes;Low;Weekly;Sometimes;Prompt Consumption;Regularly;Reduced Portions;Low;Partial;Fruits;16;2
19/05/2023;139;2;37,666.00;East;Rural;High School;Divorced;1;31-45;Student;76;Small;Medium;Non-Vegetarian;Daily;Rarely;Daily;Online;No;Low;No;Yes;Portion Control;Freezing;No;High;Weekly;Rarely;Preservation;Occasionally;Smart Shopping;Low;Successful;Seafood;16;6
20/05/2023;140;2;73,508.00;West;Rural;High School;Single;1;46-60;Unemployed;193;Medium;Small;Vegetarian;Weekly;Weekly;Daily;Supermarket;No;High;No;No;Spoilage;Canning;No;High;Weekly;Rarely;Prompt Consumption;Regularly;Reduced Portions;Low;Partial;Meat;16;6
21/05/2023;141;3;35,514.00;North;Urban;PhD;Married;1;18-30;Unemployed;137;Large;Small;Non-Vegetarian;Rarely;Rarely;Monthly;Online;Yes;High;Yes;Yes;Spoilage;Refrigeration;No;Moderate;Rarely;Rarely;Storage;Rarely;Meal Planning;Low;Not Successful;Fruits;16;3
22/05/2023;142;4;73,872.00;East;Rural;PhD;Married;2;46-60;Employed;138;Small;Large;Vegetarian;Weekly;Weekly;Daily;Supermarket;Yes;Moderate;Yes;No;Spoilage;Refrigeration;Yes;High;Weekly;Sometimes;Storage;Rarely;Reduced Portions;High;Partial;Seafood;16;3
23/05/2023;143;4;42,951.00;East;Urban;High School;Single;3;18-30;Student;187;Medium;Large;Vegetarian;Rarely;Daily;Daily;Supermarket;No;Moderate;Yes;No;Portion Control;Freezing;Yes;Low;Rarely;Rarely;Preservation;Rarely;Reduced Portions;Moderate;Successful;Seafood;16;4
24/05/2023;144;2;69,180.00;West;Rural;Bachelor;Married;0;18-30;Student;289;Small;Medium;Non-Vegetarian;Weekly;Rarely;Daily;Online;Yes;Low;No;Yes;Excess Purchases;Freezing;No;Low;Weekly;Regularly;Storage;Occasionally;Meal Planning;Low;Successful;Vegetables;16;3
25/05/2023;145;1;34,373.00;North;Urban;High School;Divorced;0;18-30;Employed;129;Medium;Medium;Vegetarian;Weekly;Weekly;Monthly;Supermarket;Yes;Moderate;No;No;Excess Purchases;Refrigeration;No;High;Weekly;Rarely;Prompt Consumption;Regularly;Smart Shopping;Low;Partial;Seafood;16;6
26/05/2023;146;3;67,176.00;North;Rural;Master;Divorced;2;46-60;Student;223;Large;Large;Non-Vegetarian;Rarely;Daily;Daily;Local;Yes;Moderate;Yes;No;Spoilage;Refrigeration;No;Moderate;Weekly;Rarely;Preservation;Rarely;Smart Shopping;Low;Partial;Vegetables;16;0
27/05/2023;147;2;53,530.00;West;Rural;Bachelor;Divorced;1;46-60;Student;79;Medium;Medium;Vegetarian;Weekly;Rarely;Daily;Supermarket;No;High;Yes;No;Excess Purchases;Freezing;Yes;Low;Weekly;Regularly;Preservation;Regularly;Meal Planning;High;Successful;Fruits;16;3
28/05/2023;148;2;47,397.00;West;Rural;Master;Single;1;61;Employed;245;Large;Medium;Vegetarian;Rarely;Weekly;Daily;Local;No;High;Yes;Yes;Portion Control;Canning;No;High;Daily;Rarely;Preservation;Rarely;Meal Planning;Low;Partial;Meat;16;3
29/05/2023;149;3;66,196.00;East;Urban;High School;Single;2;61;Student;35;Large;Medium;Non-Vegetarian;Rarely;Weekly;Monthly;Supermarket;No;Low;No;Yes;Excess Purchases;Freezing;No;Moderate;Rarely;Regularly;Prompt Consumption;Occasionally;Smart Shopping;Low;Not Successful;Vegetables;16;2
30/05/2023;150;1;42,648.00;North;Rural;Bachelor;Single;0;18-30;Employed;222;Small;Large;Non-Vegetarian;Weekly;Rarely;Weekly;Supermarket;No;Moderate;Yes;No;Portion Control;Refrigeration;Yes;High;Weekly;Rarely;Prompt Consumption;Rarely;Meal Planning;High;Successful;Vegetables;16;2
31/05/2023;151;4;65,682.00;South;Rural;Master;Single;3;61;Student;68;Medium;Medium;Vegetarian;Weekly;Rarely;Daily;Local;Yes;High;No;No;Portion Control;Canning;No;High;Weekly;Regularly;Prompt Consumption;Regularly;Meal Planning;Low;Not Successful;Seafood;16;2
01/06/2023;152;2;52,571.00;West;Urban;Master;Married;0;18-30;Employed;120;Medium;Large;Vegetarian;Rarely;Rarely;Daily;Supermarket;No;High;No;No;Spoilage;Canning;No;Moderate;Rarely;Rarely;Storage;Rarely;Reduced Portions;Moderate;Partial;Seafood;16;1
02/06/2023;153;2;42,019.00;South;Rural;PhD;Married;0;46-60;Student;274;Medium;Medium;Vegetarian;Weekly;Rarely;Daily;Supermarket;No;Moderate;Yes;No;Portion Control;Freezing;Yes;Moderate;Daily;Regularly;Prompt Consumption;Occasionally;Smart Shopping;Low;Successful;Seafood;16;6
03/06/2023;154;1;73,663.00;North;Urban;Bachelor;Divorced;0;61;Student;199;Small;Large;Non-Vegetarian;Weekly;Rarely;Monthly;Local;Yes;Low;Yes;Yes;Spoilage;Refrigeration;No;Low;Rarely;Sometimes;Storage;Regularly;Reduced Portions;Low;Partial;Vegetables;16;2
04/06/2023;155;2;64,821.00;South;Urban;Master;Married;0;61;Student;258;Small;Medium;Non-Vegetarian;Daily;Rarely;Daily;Supermarket;No;Low;Yes;No;Spoilage;Freezing;Yes;High;Rarely;Rarely;Preservation;Rarely;Smart Shopping;Low;Successful;Fruits;16;1
05/06/2023;156;3;53,848.00;East;Urban;High School;Married;1;46-60;Unemployed;51;Large;Medium;Vegetarian;Rarely;Weekly;Monthly;Local;No;Low;No;No;Portion Control;Refrigeration;No;Moderate;Weekly;Sometimes;Preservation;Occasionally;Reduced Portions;Moderate;Partial;Fruits;16;1
06/06/2023;157;3;66,866.00;West;Rural;Bachelor;Married;1;18-30;Employed;231;Small;Medium;Non-Vegetarian;Weekly;Daily;Monthly;Online;No;Low;No;Yes;Spoilage;Canning;No;Low;Weekly;Regularly;Prompt Consumption;Occasionally;Reduced Portions;Moderate;Not Successful;Meat;16;4
07/06/2023;158;2;68,348.00;North;Rural;Bachelor;Single;1;31-45;Employed;94;Small;Large;Vegetarian;Rarely;Rarely;Daily;Local;Yes;Moderate;No;No;Spoilage;Canning;No;High;Daily;Sometimes;Prompt Consumption;Rarely;Smart Shopping;Low;Partial;Seafood;16;5
08/06/2023;159;3;73,276.00;East;Urban;Master;Single;2;61;Employed;121;Medium;Large;Vegetarian;Rarely;Rarely;Monthly;Local;Yes;Low;Yes;Yes;Spoilage;Refrigeration;No;High;Weekly;Regularly;Storage;Occasionally;Meal Planning;Low;Partial;Vegetables;16;3
09/06/2023;160;1;44,108.00;North;Urban;Master;Divorced;0;18-30;Employed;77;Medium;Small;Vegetarian;Rarely;Weekly;Weekly;Online;Yes;Low;No;No;Portion Control;Refrigeration;No;Low;Daily;Regularly;Prompt Consumption;Rarely;Smart Shopping;Moderate;Not Successful;Meat;16;4
10/06/2023;161;3;31,932.00;West;Urban;High School;Divorced;2;31-45;Unemployed;248;Large;Small;Vegetarian;Rarely;Rarely;Daily;Online;Yes;Low;No;Yes;Portion Control;Refrigeration;No;High;Weekly;Regularly;Preservation;Rarely;Smart Shopping;Moderate;Partial;Meat;16;6
11/06/2023;162;3;53,676.00;West;Urban;High School;Single;2;31-45;Student;246;Small;Medium;Non-Vegetarian;Rarely;Rarely;Monthly;Online;No;High;No;Yes;Portion Control;Canning;No;High;Weekly;Sometimes;Prompt Consumption;Regularly;Smart Shopping;High;Partial;Vegetables;16;4
12/06/2023;163;1;49,165.00;North;Rural;PhD;Divorced;0;18-30;Unemployed;238;Small;Large;Vegetarian;Rarely;Weekly;Daily;Supermarket;No;Low;Yes;Yes;Excess Purchases;Freezing;No;Low;Daily;Regularly;Storage;Rarely;Meal Planning;Low;Not Successful;Meat;16;2
13/06/2023;164;1;45,984.00;South;Urban;Master;Divorced;0;61;Employed;257;Large;Medium;Vegetarian;Rarely;Daily;Monthly;Local;Yes;High;Yes;Yes;Excess Purchases;Canning;Yes;Moderate;Weekly;Sometimes;Storage;Rarely;Meal Planning;Low;Successful;Fruits;16;3
14/06/2023;165;4;30,798.00;South;Urban;PhD;Divorced;3;18-30;Unemployed;257;Small;Medium;Vegetarian;Daily;Weekly;Daily;Online;No;High;No;Yes;Spoilage;Refrigeration;No;Moderate;Weekly;Regularly;Storage;Occasionally;Smart Shopping;Moderate;Not Successful;Vegetables;16;1
15/06/2023;166;4;34,417.00;West;Urban;High School;Married;2;46-60;Employed;217;Large;Medium;Non-Vegetarian;Weekly;Weekly;Daily;Local;No;High;No;No;Spoilage;Canning;No;Low;Daily;Regularly;Preservation;Rarely;Meal Planning;High;Partial;Seafood;16;3
16/06/2023;167;4;70,777.00;East;Rural;High School;Divorced;3;61;Unemployed;87;Small;Medium;Non-Vegetarian;Daily;Rarely;Daily;Local;No;High;No;No;Excess Purchases;Canning;No;High;Daily;Regularly;Prompt Consumption;Occasionally;Meal Planning;Moderate;Partial;Seafood;16;0
17/06/2023;168;3;28,550.00;South;Urban;PhD;Single;2;18-30;Employed;81;Small;Small;Vegetarian;Rarely;Weekly;Daily;Supermarket;No;High;Yes;Yes;Portion Control;Freezing;Yes;Moderate;Daily;Rarely;Storage;Regularly;Reduced Portions;Low;Successful;Meat;16;6
18/06/2023;169;2;30,681.00;East;Rural;Bachelor;Single;1;61;Unemployed;163;Large;Small;Vegetarian;Rarely;Rarely;Daily;Supermarket;Yes;High;No;Yes;Portion Control;Refrigeration;No;Moderate;Weekly;Rarely;Preservation;Occasionally;Reduced Portions;Low;Not Successful;Vegetables;16;2
